preco,tipo,area,quartos,bairro
1200,4,70,2,3
1200,1,60,2,3
1200,1,60,2,3
1200,1,55,2,3
1200,1,55,2,3
1200,4,50,2,3
1200,1,40,2,3
1200,1,70,2,3
1200,1,65,2,3
1200,1,68,2,3
1200,1,59,2,3
1200,1,42,2,3
1200,1,62,2,3
1200,1,53,2,3
1200,4,50,2,3
1200,1,60,2,3
1200,1,57,2,3
1200,1,86,2,3
1200,4,60,2,3
1200,1,48,2,3
1200,1,60,2,3
1200,1,60,2,3
1200,1,55,2,3
1200,1,70,2,3
1200,1,35,2,3
1200,1,50,2,3
1200,1,50,2,3
1200,1,71,2,3
1200,1,60,2,3
1200,1,50,1,3
1200,2,45,1,3
1200,1,40,1,3
1200,1,40,1,3
1200,2,40,1,3
1200,3,40,1,3
1200,1,39,1,3
1200,1,38,1,3
1200,3,36,1,3
1200,1,35,1,3
1200,1,33,1,3
1200,2,32,1,3
1200,1,30,1,3
1200,1,30,1,3
1200,1,30,1,3
1200,1,30,1,3
1200,1,30,1,3
1200,2,30,1,3
1200,2,30,1,3
1200,3,30,1,3
1200,2,27,1,3
1200,2,25,1,3
1200,2,40,1,3
1200,2,35,1,3
1200,2,32,1,3
1200,1,30,1,3
1200,2,30,1,3
1200,2,30,1,3
1200,2,30,1,3
1200,2,27,1,3
1200,2,27,1,3
1200,2,27,1,3
1200,2,35,1,3
1200,2,27,1,3
1200,2,25,1,3
1200,2,25,1,3
1200,2,25,1,3
1200,2,25,1,3
1200,2,25,1,3
1200,0,17,1,3
1200,1,42,1,3
1200,1,42,1,3
1200,1,41,1,3
1200,1,41,1,3
1200,1,40,1,3
1200,1,40,1,3
1200,1,39,1,3
1200,1,37,1,3
1200,1,36,1,3
1200,1,35,1,3
1200,1,34,1,3
1200,1,33,1,3
1200,1,33,1,3
1200,1,33,1,3
1200,1,32,1,3
1200,1,32,1,3
1200,1,32,1,3
1200,1,31,1,3
1200,1,31,1,3
1200,2,30,1,3
1200,1,24,1,3
1200,1,36,1,3
1200,1,33,1,3
1200,2,40,1,3
1200,1,30,1,3
1200,1,30,1,4
1200,1,30,1,4
1200,1,30,1,4
1200,1,30,1,4
1200,1,30,1,4
1200,1,30,1,4
1200,1,30,1,4
1200,1,30,1,4
1200,1,30,1,4
1200,1,30,1,4
1200,1,30,1,4
1200,1,30,1,4
1200,1,30,1,4
1200,1,30,1,4
1200,2,30,1,4
1200,1,28,1,4
1200,1,40,1,4
1200,2,40,1,4
1200,2,38,1,4
1200,2,30,1,4
1200,1,37,1,4
1200,2,30,1,4
1220,2,25,1,4
1230,1,55,2,4
1230,1,44,2,4
1250,1,65,3,4
1250,1,48,2,4
1250,1,55,2,4
1250,1,50,2,4
1250,2,33,1,4
1250,1,30,1,4
1250,2,30,1,4
1250,2,25,1,4
1250,1,28,1,4
1250,1,35,1,4
1250,1,34,1,4
1250,1,40,1,4
1250,1,35,1,4
1250,2,35,1,4
1250,1,34,1,4
1250,2,34,1,4
1250,1,33,1,4
1250,1,32,1,4
1250,1,32,1,4
1250,1,30,1,4
1250,1,27,1,4
1250,1,26,1,4
1270,2,46,1,4
1280,1,30,1,4
1290,1,70,3,4
1290,1,65,2,4
1290,2,26,1,4
1290,1,45,1,4
1300,4,62,3,4
1300,4,60,3,4
1300,4,90,3,4
1300,1,63,3,4
1300,4,70,3,4
1300,1,60,3,4
1300,1,55,2,4
1300,1,47,2,4
1300,1,60,2,4
1300,4,90,2,4
1300,1,84,2,4
1300,1,65,2,4
1300,1,52,2,4
1300,1,43,2,4
1300,2,30,2,4
1300,1,60,2,4
1300,1,41,2,4
1300,1,68,2,4
1300,1,51,2,4
1300,1,55,2,4
1300,1,40,2,4
1300,1,42,2,4
1300,1,47,2,4
1300,1,40,2,4
1300,4,40,2,4
1300,1,50,2,4
1300,1,50,2,4
1300,1,50,2,4
1300,1,50,2,4
1300,1,80,2,4
1300,1,53,2,4
1300,1,46,1,4
1300,1,40,1,4
1300,1,37,1,4
1300,1,36,1,4
1300,1,36,1,4
1300,1,35,1,4
1300,1,33,1,4
1300,2,32,1,4
1300,1,30,1,4
1300,2,30,1,4
1300,3,30,1,4
1300,1,26,1,4
1300,2,25,1,4
1300,1,37,1,4
1300,2,30,1,4
1300,2,30,1,4
1300,2,25,1,4
1300,2,25,1,4
1300,2,24,1,4
1300,1,35,1,4
1300,0,32,1,4
1300,2,32,1,4
1300,1,30,1,4
1300,1,28,1,4
1300,1,26,1,4
1300,2,26,1,4
1300,1,25,1,4
1300,2,25,1,4
1300,2,25,1,4
1300,2,25,1,4
1300,2,25,1,4
1300,2,25,1,4
1300,2,25,1,4
1300,2,25,1,4
1300,2,25,1,4
1300,2,25,1,4
1300,1,24,1,4
1300,1,44,1,4
1300,1,42,1,4
1300,1,40,1,4
1300,1,33,1,4
1300,1,30,1,4
1300,1,80,1,4
1300,1,48,1,4
1300,1,37,1,4
1300,1,47,1,4
1300,1,43,1,4
1300,2,35,1,4
1300,2,28,1,4
1300,1,33,1,4
1300,1,36,1,4
1300,2,27,1,4
1300,2,24,1,4
1320,1,33,1,4
1320,2,24,1,4
1350,1,70,4,4
1350,4,90,3,4
1350,1,76,3,4
1350,1,48,2,4
1350,4,74,2,4
1350,1,60,2,4
1350,1,54,2,4
1350,1,60,2,4
1350,1,48,2,4
1350,1,55,2,4
1350,1,40,1,4
1350,1,35,1,4
1350,2,35,1,4
1350,1,30,1,4
1350,2,30,1,4
1350,2,52,1,4
1350,2,32,1,4
1350,1,30,1,4
1350,2,28,1,4
1350,1,33,1,4
1350,2,25,1,4
1350,1,32,1,4
1350,1,31,1,4
1350,1,45,1,4
1350,1,35,1,4
1375,1,85,2,4
1380,2,40,1,4
1380,2,35,1,4
1380,1,30,1,4
1390,1,34,1,4
1400,4,70,3,4
1400,1,60,3,4
1400,1,59,3,4
1400,1,80,3,4
1400,1,72,3,4
1400,1,78,3,4
1400,1,58,2,4
1400,1,55,2,4
1400,1,40,2,4
1400,1,55,2,4
1400,1,49,2,4
1400,1,56,2,4
1400,1,55,2,4
1400,1,83,2,4
1400,1,60,2,4
1400,1,52,2,4
1400,1,50,2,4
1400,1,50,2,4
1400,1,69,2,4
1400,4,90,2,4
1400,1,62,2,4
1400,1,70,2,4
1400,1,50,2,4
1400,1,50,2,4
1400,1,50,2,4
1400,1,50,2,4
1400,1,45,1,4
1400,2,42,1,4
1400,1,31,1,4
1400,2,27,1,4
1400,2,40,1,4
1400,1,27,1,4
1400,2,27,1,4
1400,2,24,1,4
1400,1,33,1,4
1400,2,29,1,4
1400,2,25,1,5
1400,2,25,1,5
1400,2,25,1,5
1400,1,39,1,5
1400,1,38,1,5
1400,1,35,1,5
1400,1,34,1,5
1400,1,33,1,5
1400,1,33,1,5
1400,1,32,1,5
1400,1,46,1,5
1400,1,48,1,5
1400,1,48,1,5
1400,1,35,1,5
1400,1,32,1,5
1400,2,32,1,5
1400,2,30,1,5
1400,2,28,1,5
1400,2,24,1,5
1400,1,35,1,5
1435,2,33,1,5
1449,3,35,1,5
1450,1,72,3,5
1450,1,63,3,5
1450,1,45,2,5
1450,1,55,2,5
1450,1,59,2,5
1450,1,43,2,5
1450,2,29,1,5
1450,1,28,1,5
1450,2,35,1,5
1450,1,32,1,5
1450,2,27,1,5
1450,1,33,1,5
1450,1,35,1,5
1450,1,44,1,5
1450,2,30,1,5
1480,1,54,2,5
1490,1,62,2,5
1490,1,33,1,5
1500,1,80,3,5
1500,1,68,3,5
1500,1,57,3,5
1500,1,60,2,5
1500,1,50,2,5
1500,1,48,2,5
1500,1,44,2,5
1500,1,72,2,5
1500,1,68,2,5
1500,1,48,2,5
1500,1,90,2,5
1500,1,90,2,5
1500,1,78,2,5
1500,1,67,2,5
1500,4,60,2,5
1500,4,60,2,5
1500,1,58,2,5
1500,1,57,2,5
1500,4,90,2,5
1500,1,55,2,5
1500,1,45,2,5
1500,1,57,2,5
1500,1,42,2,5
1500,1,42,1,5
1500,1,36,1,5
1500,1,30,1,5
1500,3,30,1,5
1500,3,30,1,5
1500,3,29,1,5
1500,1,28,1,5
1500,2,28,1,5
1500,3,28,1,5
1500,3,27,1,5
1500,3,25,1,5
1500,1,40,1,5
1500,2,40,1,5
1500,1,32,1,5
1500,2,30,1,5
1500,2,30,1,5
1500,1,28,1,5
1500,2,28,1,5
1500,2,28,1,5
1500,1,40,1,5
1500,1,40,1,5
1500,2,35,1,5
1500,2,25,1,5
1500,1,50,1,5
1500,1,44,1,5
1500,1,40,1,5
1500,1,40,1,5
1500,2,40,1,5
1500,2,40,1,5
1500,1,39,1,5
1500,1,37,1,5
1500,1,36,1,5
1500,1,35,1,5
1500,1,35,1,5
1500,1,35,1,5
1500,1,35,1,5
1500,1,34,1,5
1500,1,34,1,5
1500,1,34,1,5
1500,2,34,1,5
1500,1,33,1,5
1500,3,33,1,5
1500,1,32,1,5
1500,1,32,1,5
1500,2,32,1,5
1500,2,32,1,5
1500,0,65,1,5
1500,1,43,1,5
1500,1,42,1,5
1500,1,42,1,5
1500,1,32,1,5
1500,2,32,1,5
1500,1,35,1,5
1500,1,33,1,5
1550,1,65,3,5
1550,2,30,1,5
1550,1,48,1,5
1550,1,39,1,5
1550,1,40,1,6
1550,1,34,1,6
1590,1,69,2,6
1590,1,33,1,6
1600,4,65,4,6
1600,1,72,3,6
1600,1,64,3,6
1600,1,77,3,6
1600,1,62,3,6
1600,4,80,3,6
1600,1,70,3,6
1600,1,73,3,6
1600,1,69,3,6
1600,4,90,3,6
1600,1,60,2,6
1600,1,60,2,6
1600,1,57,2,6
1600,1,44,2,6
1600,1,68,2,6
1600,1,55,2,6
1600,1,78,2,6
1600,1,77,2,6
1600,1,60,2,6
1600,1,62,2,6
1600,4,50,2,6
1600,1,90,2,6
1600,4,80,2,6
1600,1,64,2,6
1600,1,56,2,6
1600,2,49,1,6
1600,1,42,1,6
1600,1,41,1,6
1600,1,35,1,6
1600,1,28,1,6
1600,2,28,1,6
1600,1,36,1,6
1600,1,32,1,6
1600,1,32,1,6
1600,1,30,1,6
1600,1,30,1,6
1600,1,30,1,6
1600,2,30,1,6
1600,3,30,1,6
1600,1,29,1,6
1600,1,28,1,6
1600,1,28,1,6
1600,1,56,1,6
1600,2,29,1,6
1600,2,27,1,6
1600,2,26,1,6
1600,2,26,1,6
1600,2,26,1,6
1600,2,26,1,6
1600,2,26,1,6
1600,2,26,1,6
1600,2,26,1,6
1600,1,25,1,6
1600,1,41,1,6
1600,1,32,1,6
1600,1,30,1,6
1600,1,30,1,6
1600,1,27,1,6
1600,1,56,1,6
1600,1,42,1,6
1600,1,32,1,6
1600,1,32,1,6
1600,1,30,1,6
1600,1,30,1,6
1600,1,30,1,6
1600,1,30,1,6
1600,1,30,1,6
1600,2,30,1,6
1600,2,30,1,6
1600,1,40,1,6
1600,1,38,1,6
1600,1,28,1,6
1600,3,26,1,6
1650,1,62,3,6
1650,4,80,3,6
1650,1,42,2,6
1650,1,60,2,6
1650,1,68,2,6
1650,1,60,2,6
1650,1,59,2,6
1650,1,49,2,6
1650,2,34,1,6
1650,1,30,1,6
1650,2,30,1,6
1650,2,30,1,6
1650,2,38,1,6
1680,1,52,2,6
1680,1,33,1,6
1680,1,38,1,6
1689,2,26,1,6
1690,1,45,2,6
1700,1,90,3,6
1700,1,75,3,6
1700,1,67,3,6
1700,4,95,3,6
1700,1,65,2,6
1700,1,65,2,6
1700,1,68,2,6
1700,1,56,2,6
1700,1,43,2,6
1700,2,30,2,6
1700,4,60,2,6
1700,1,57,2,6
1700,1,50,2,6
1700,1,40,1,6
1700,3,38,1,6
1700,1,30,1,7
1700,3,27,1,7
1700,3,27,1,8
1700,1,25,1,8
1700,1,25,1,8
1700,2,25,1,8
1700,3,40,1,8
1700,1,28,1,8
1700,2,28,1,8
1700,1,27,1,8
1700,2,25,1,8
1700,1,40,1,8
1700,1,40,1,8
1700,2,40,1,8
1700,1,34,1,8
1700,1,33,1,8
1700,1,45,1,8
1700,1,36,1,8
1700,1,51,1,8
1700,1,30,1,8
1700,1,33,1,8
1700,1,29,1,8
1700,4,30,1,8
1750,1,59,2,8
1750,1,48,2,8
1750,1,30,1,8
1750,1,40,1,8
1750,1,33,1,8
1750,1,63,1,8
1776,1,28,1,8
1800,4,90,3,8
1800,1,72,3,8
1800,1,62,3,8
1800,1,75,3,8
1800,1,65,2,8
1800,1,60,2,8
1800,1,59,2,8
1800,1,50,2,8
1800,1,50,2,8
1800,1,60,2,8
1800,1,51,2,8
1800,1,55,2,8
1800,1,54,2,8
1800,1,85,2,8
1800,1,80,2,8
1800,1,60,2,8
1800,1,60,2,8
1800,1,58,2,8
1800,1,50,2,8
1800,4,96,2,8
1800,1,50,1,8
1800,1,35,1,8
1800,3,35,1,8
1800,3,30,1,8
1800,1,28,1,8
1800,1,28,1,8
1800,2,28,1,8
1800,1,27,1,8
1800,1,23,1,8
1800,3,23,1,8
1800,1,62,1,8
1800,2,40,1,8
1800,1,32,1,8
1800,1,45,1,8
1800,1,35,1,8
1800,1,35,1,8
1800,1,33,1,8
1800,3,30,1,8
1800,0,27,1,8
1800,2,40,1,8
1800,1,60,1,8
1800,2,34,1,8
1800,2,30,1,8
1800,1,30,1,8
1800,1,30,1,8
1800,3,28,1,8
1800,1,27,1,8
1800,1,27,1,9
1801,1,30,1,9
1850,1,69,3,9
1850,1,68,3,9
1850,1,66,2,9
1850,1,61,2,9
1850,1,60,2,9
1850,1,55,2,9
1850,1,55,2,9
1850,3,32,1,9
1850,1,52,1,9
1850,1,32,1,9
1850,2,30,1,9
1870,1,34,1,9
1890,1,72,3,9
1900,1,70,3,9
1900,4,70,3,9
1900,1,70,2,9
1900,1,48,2,9
1900,1,48,2,9
1900,1,70,2,9
1900,1,68,2,9
1900,1,70,2,9
1900,1,58,2,9
1900,1,62,2,9
1900,1,50,1,9
1900,1,32,1,9
1900,1,32,1,9
1900,3,30,1,9
1900,3,29,1,9
1900,1,75,1,9
1900,1,50,1,9
1900,3,42,1,9
1900,1,45,1,9
1900,1,30,1,9
1950,1,60,2,9
1950,1,56,2,9
1950,1,68,2,9
1950,1,55,2,9
1950,2,25,1,9
1950,1,60,1,9
1950,1,65,1,9
1950,1,65,1,10
1950,2,65,1,10
1950,1,58,1,10
1950,2,33,1,10
1950,1,26,1,10
1962,2,45,1,10
1971,1,27,1,10
1971,1,27,1,10
1990,1,89,3,10
1990,3,46,1,10
2000,1,72,3,10
2000,1,80,3,10
2000,1,84,3,10
2000,1,80,3,10
2000,1,68,3,10
2000,4,80,3,10
2000,1,83,2,10
2000,1,65,2,10
2000,1,60,2,10
2000,1,60,2,10
2000,1,63,2,10
2000,1,56,2,10
2000,1,55,2,10
2000,1,85,2,10
2000,1,68,2,10
2000,1,60,2,10
2000,1,60,2,11
2000,1,52,2,11
2000,1,50,2,11
2000,1,73,2,11
2000,4,45,2,11
2000,1,70,2,11
2000,1,40,1,11
2000,1,37,1,11
2000,3,33,1,11
2000,3,33,1,11
2000,1,32,1,11
2000,3,32,1,11
2000,1,40,1,11
2000,1,40,1,11
2000,1,44,1,11
2000,1,83,1,11
2000,1,45,1,11
2000,1,45,1,11
2000,2,30,1,11
2000,1,45,1,11
2000,1,35,1,11
2000,1,27,1,11
2050,1,61,2,11
2050,1,60,2,11
2100,1,82,3,11
2100,1,72,3,11
2100,1,97,3,11
2100,4,67,3,11